id,origin_city,origin_state,origin_country,origin_zip_code,dest_city,dest_state,dest_country,dest_zip_code,rate_type,pallet,weight,commodity,user_id_requested,rate,carrier,carrier_name,date_requested,date_completed,user_id_completed,note_completed,facility_code,note_request,ship_date,lane_or_quote,ltl_flags,carrier_active
6725,Des Moines,IA,US,,Cleveland,OH,US,,Van,,39751,,,2213,,,2024-08-01 02:57:00,,,,,,2024-08-07,lane,,1
6726,Orlando,FL,,,Cincinnati,OH,US,,Van,,,,,2200,,,2024-11-11 16:32:00,,,,,,2024-11-13,lane,,1
6727,Jacksonville,FL,,,Atlanta,GA,,,Van,,45861,Consumer Goods,,2497,,,2025-09-24 19:25:00,,,,,,2025-10-01,quote,,0
6728,Reno,NV,US,,Miami,FL,,,Van,,38867,,,2647,7,Cardinal Carriers,2021-11-26 20:58:00,,,,,,2021-12-07,lane,,1
6729,Louisville,KY,,,Minneapolis,MN,,55401,LTL Haz,,,Food Grade,,712,,,2023-10-14 01:33:00,2023-10-14 03:03:00,95,,,,,lane,,0
6730,Minneapolis,MN,,,Boise,ID,US,83701,Van,,32654,,,1609,8,Northwind Trucking,2023-08-24 23:17:00,,,,,,2023-08-31,lane,,1
6731,St. Louis,MO,US,,Dallas,TX,,75201,Van,,26685,Mixed Load,,1586,,,2024-09-29 20:10:00,2024-09-29 22:41:00,140,,,,,lane,,1
6732,Boise,ID,,,Detroit,MI,,,Van,,,Food Grade,,1582,20,Crestwood Carriers,2024-12-08 03:59:00,2024-12-08 04:53:00,137,,,,2024-12-15,lane,,1
6733,Orlando,FL,,32801,Jacksonville,FL,US,,LTL Haz,,,,,1411,7,Cardinal Carriers,2022-04-18 19:39:00,,,,,,,lane,,1
6734,Pittsburgh,PA,,,Des Moines,IA,US,,Van,,46970,Chemicals (non-haz),,1746,,,2025-02-24 19:20:00,2025-02-24 22:28:00,50,,,,2025-03-03,lane,,1
6735,Miami,FL,,,Reno,NV,US,,Van,,,Chemicals (non-haz),,2450,,,2022-02-11 03:54:00,2022-02-11 05:43:00,26,,,,2022-02-22,lane,,1
6736,St. Louis,MO,US,63101,Oklahoma City,OK,US,,Van,,,,,1967,5,Stellar Freight Solutions,2023-09-15 02:35:00,2023-09-15 03:34:00,61,,GA-ATL,,,lane,,1
6737,Chicago,IL,US,,Newark,NJ,,,Van,,,,,1388,16,Coastline Carriers,2023-12-25 17:45:00,,,,,,2024-01-02,lane,,0
6738,Newark,NJ,,,St. Louis,MO,,,Van,,40589,,,2321,,,2025-03-01 19:53:00,,,,,,,lane,,0
6739,Miami,FL,,,Orlando,FL,,,Van,,,,,2570,,,2024-04-25 03:46:00,,,,,,2024-05-03,lane,,1
6740,Newark,NJ,,,Sacramento,CA,US,,Van,,,,,2403,,,2025-01-10 16:18:00,,,,,,,lane,,1
6741,New Orleans,LA,US,70112,Phoenix,AZ,US,,Van,,,,,1664,,,2024-10-09 14:36:00,,,,CA-LB,,,quote,,1
6742,Salt Lake City,UT,US,,Long Beach,CA,US,,Dump,12,,,,2277,5,Stellar Freight Solutions,2024-07-21 16:44:00,,,,,,2024-08-01,lane,,1
6743,Salt Lake City,UT,,84101,Miami,FL,US,,Dump,,31331,,,2590,14,Polaris Freight Group,2024-05-07 22:33:00,,,,,,2024-05-08,quote,,1
6744,New Orleans,LA,,,Pittsburgh,PA,US,,Van,,17665,,,2510,,,2024-11-08 14:04:00,,,,IL-MAIN,,,lane,,1
6745,Denver,CO,US,80201,Jacksonville,FL,,,Flatbed,,,Steel Coils,,1513,23,Driftless Trucking,2023-11-08 16:50:00,2023-11-08 17:06:00,81,,,,,lane,,1
6746,Portland,OR,US,,Buffalo,NY,,,Van,,,,,1951,5,Stellar Freight Solutions,2021-10-04 17:53:00,,,,,,,lane,,1
6747,Portland,OR,,,Oklahoma City,OK,US,,Van,,16564,,,1563,25,Wayfinder Carriers,2024-02-26 11:01:00,2024-02-26 13:48:00,193,,,,2024-03-03,quote,,1
6748,Pittsburgh,PA,US,,St. Louis,MO,,63101,Van,,35973,,,1845,,,2021-10-16 13:55:00,,,,,,,lane,,1
6749,Boise,ID,,,Oklahoma City,OK,US,,Van,,,,,2402,30,Silver Spur Carriers,2022-11-24 06:38:00,,,,OH-COL,,2022-11-29,lane,,1
6750,Sacramento,CA,US,95814,Memphis,TN,,38101,Van,,,,,988,21,Skyline Logistics,2024-07-01 10:38:00,2024-07-01 11:34:00,218,,OH-COL,,,lane,,0
6751,Dallas,TX,US,,Des Moines,IA,US,,LTL Haz,,,Industrial Machinery,,1435,30,Silver Spur Carriers,2023-03-29 06:19:00,2023-03-29 08:51:00,88,,,,2023-04-10,lane,,1
6752,Cincinnati,OH,US,45201,Minneapolis,MN,US,,Van,,,,,2627,5,Stellar Freight Solutions,2024-09-04 01:41:00,2024-09-04 02:21:00,90,,,,2024-09-17,lane,,1
6753,Richmond,VA,US,,Salt Lake City,UT,US,,Van,,,,,994,,,2024-02-04 03:44:00,2024-02-04 07:26:00,124,,CA-LB,,2024-02-16,lane,,1
6754,Los Angeles,CA,,,Charlotte,NC,US,,Van,,37271,,103,1356,,,2025-06-23 23:08:00,,,,,,2025-07-02,lane,,0
6755,Seattle,WA,,98101,Memphis,TN,US,,Van,,,,,1146,,,2025-04-29 18:31:00,2025-04-29 19:29:00,84,,TN-MEM,,2025-05-01,lane,,1
6756,Pittsburgh,PA,US,,Kansas City,MO,US,,Van,,,,34,2228,,,2025-01-05 23:57:00,,,,IL-MAIN,,,quote,,1
6757,Dallas,TX,US,,Omaha,NE,US,,Van,,27814,,,1079,28,Heartland Express Co.,2025-06-01 10:35:00,2025-06-01 10:40:00,43,,NJ-NWK,,,quote,,1
6758,Seattle,WA,US,,Oklahoma City,OK,,73101,Van,,,,,901,,,2023-04-13 05:25:00,2023-04-13 08:27:00,96,,,,2023-04-27,lane,,1
6759,Cleveland,OH,US,,Cincinnati,OH,,,Van,,,Chemicals (non-haz),,1343,,,2023-08-10 10:47:00,2023-08-10 11:41:00,168,,,,2023-08-18,lane,,1
6760,Reno,NV,US,,Orlando,FL,,32801,Van,,35240,Aggregate,,1278,,,2025-03-06 16:26:00,,,,,,,lane,,1
6761,Milwaukee,WI,US,,Houston,TX,,,Van,,15030,,,2270,,,2025-05-13 09:08:00,,,,,,2025-05-17,lane,,0
6762,Chicago,IL,US,60601,Sacramento,CA,,,Dump,,,,,2329,,,2022-02-11 09:16:00,2022-02-11 09:36:00,122,,CA-LB,,2022-02-22,lane,,0
6763,Charlotte,NC,,28201,Denver,CO,,80201,Van,,,,,1638,21,Skyline Logistics,2022-07-11 05:41:00,,,,NJ-NWK,,,lane,,0
6764,Detroit,MI,,48201,Memphis,TN,US,,Van,,,Consumer Goods,,1785,,,2024-09-03 19:57:00,,,,,,,lane,,0
6765,Albuquerque,NM,US,,Orlando,FL,US,,Van,,,,,2523,,,2023-04-06 13:31:00,,,,,,,lane,,1
6766,Atlanta,GA,US,,Long Beach,CA,,,Van,,,,,2363,,,2024-02-15 22:51:00,,,,,,2024-02-17,lane,,0
6767,Jacksonville,FL,US,,Sacramento,CA,US,95814,Van Haz,,,,,1379,16,Coastline Carriers,2024-05-03 21:04:00,,,,,,2024-05-16,quote,,1
6768,Des Moines,IA,,50301,New Orleans,LA,US,70112,Van,,,,,2253,,,2024-05-26 01:59:00,,,,IL-MAIN,,,lane,,1
6769,Orlando,FL,US,,Richmond,VA,,,Van,,20703,,47,2608,,,2023-08-26 23:05:00,2023-08-27 00:42:00,248,,NJ-NWK,,2023-08-29,lane,,1
6770,Des Moines,IA,,,Denver,CO,,80201,Dump,,45185,,,1287,,,2025-10-23 12:08:00,,,,,,,lane,,1
6771,Jacksonville,FL,US,,Houston,TX,,,Van,,,,,2189,3,Beacon Transport,2024-11-25 14:33:00,2024-11-25 17:30:00,162,,,,2024-12-05,quote,,1
6772,Louisville,KY,,,Indianapolis,IN,US,,Van,,32866,,,2656,22,Vanguard Freight Co.,2023-06-17 00:12:00,,,,,,2023-06-28,lane,,1
6773,Nashville,TN,,,Pittsburgh,PA,US,,Van,,,Chemicals (non-haz),,2041,,,2024-10-27 12:27:00,,,,TN-MEM,,,quote,,1
6774,Newark,NJ,,07102,Miami,FL,,,Van,,,,,2146,,,2023-04-24 00:41:00,2023-04-24 01:29:00,149,,,,2023-04-29,lane,,0
6775,Chicago,IL,US,,Richmond,VA,US,23218,Van,,,,,1999,,,2025-03-31 01:49:00,,,,,,2025-04-02,lane,,1
6776,Long Beach,CA,US,,Reno,NV,,,Van,,,,,2310,,,2022-01-17 12:45:00,,,,,,,lane,,1
6777,Salt Lake City,UT,,,Newark,NJ,US,,Van,,24554,,,2621,,,2024-06-19 00:24:00,2024-06-19 01:56:00,148,,,,2024-06-25,lane,,1
6778,New Orleans,LA,,,Charlotte,NC,US,,Dump,,,Steel Coils,,2435,,,2024-05-28 17:43:00,,,,TX-DAL,,,lane,,0
6779,Omaha,NE,,,Boise,ID,,,Van,,44421,,,2608,15,Meridian Trucking,2024-04-24 10:26:00,,,,NJ-NWK,,2024-04-25,lane,,1
6780,Boise,ID,US,83701,Columbus,OH,US,,Van,,,,,2225,,,2023-11-25 02:23:00,2023-11-25 04:25:00,43,,,,2023-12-06,lane,,1
6781,Denver,CO,,,Reno,NV,,,Van,6,,,29,1194,,,2022-03-25 12:01:00,2022-03-25 15:17:00,29,,,,,lane,,1
6782,Chicago,IL,US,,Salt Lake City,UT,US,,LTL,,6445,,,677,,,2024-04-18 03:13:00,,,,,,2024-04-26,lane,,1
6783,Louisville,KY,,,Oklahoma City,OK,US,,Dump,,,,,2517,20,Crestwood Carriers,2022-08-15 07:23:00,,,,,,2022-08-23,lane,,0
6784,St. Louis,MO,US,,Houston,TX,US,77002,Van,,,Refrigerated Goods,,904,18,Pinepoint Freight,2026-02-04 07:58:00,2026-02-04 09:32:00,52,,,,,quote,,1
6785,Pittsburgh,PA,,,Cincinnati,OH,US,,Van,,,,,2134,,,2024-05-07 22:41:00,,,,,,2024-05-17,quote,,1
6786,Los Angeles,CA,,,Nashville,TN,,37201,Van,,29221,,,2028,17,Black Hills Logistics,2024-01-20 01:51:00,,,,,,,quote,,1
6787,Minneapolis,MN,US,,Salt Lake City,UT,US,,Van,,,,211,1768,14,Polaris Freight Group,2024-01-20 09:05:00,,,,OH-COL,,,lane,,1
6788,Detroit,MI,,48201,Salt Lake City,UT,US,,Van,,,,,1771,,,2022-08-11 16:54:00,,,,IL-MAIN,,2022-08-19,quote,,0
6789,Detroit,MI,,,Salt Lake City,UT,US,,Van,,,,,1376,,,2023-05-16 02:55:00,2023-05-16 03:48:00,172,,,,2023-05-18,lane,,0
6790,Charlotte,NC,US,,Denver,CO,US,,Van,,,,,1537,30,Silver Spur Carriers,2024-10-12 06:18:00,2024-10-12 08:24:00,143,,,,2024-10-21,quote,,1
6791,Cleveland,OH,US,,Houston,TX,US,,Van,,42717,,,1146,,,2024-12-23 03:59:00,,,,,,2025-01-01,lane,,1
6792,St. Louis,MO,US,,Chicago,IL,US,,Van,,,,,1482,,,2023-06-25 15:13:00,,,,,,2023-07-06,lane,,1
6793,Charlotte,NC,US,,Omaha,NE,US,,Van,,33390,,,2152,,,2022-12-04 04:30:00,,,,,,,lane,,0
6794,Sacramento,CA,US,,Seattle,WA,,98101,Dump,,,,163,2152,11,Granite State Transport,2023-10-13 03:40:00,,,,NJ-NWK,,2023-10-25,quote,,1
6795,St. Louis,MO,US,,Richmond,VA,,23218,Dump,,,Industrial Machinery,,1850,16,Coastline Carriers,2024-05-30 15:20:00,,,,,,2024-06-06,lane,,1
6796,Des Moines,IA,US,,Buffalo,NY,US,14201,Van Haz,,,Chemicals (non-haz),,3959,,,2025-06-23 22:31:00,,,,GA-ATL,,2025-07-05,lane,,1
6797,Houston,TX,,77002,Chicago,IL,,,Van,,,,190,1768,,,2022-12-19 21:25:00,,,,,,2022-12-31,lane,,0
6798,Salt Lake City,UT,,,Los Angeles,CA,,90001,Dump,,45253,,,1920,,,2023-11-21 15:23:00,,,,,,2023-11-24,lane,,1
6799,Birmingham,AL,US,35201,Minneapolis,MN,,,Van,,,,,1961,18,Pinepoint Freight,2025-10-01 08:50:00,,,,TX-DAL,,,quote,,1
6800,Richmond,VA,,,Los Angeles,CA,US,90001,Van,,,,,1197,3,Beacon Transport,2025-08-16 05:35:00,,,,TX-DAL,,2025-08-29,quote,,1
6801,Oklahoma City,OK,US,,Newark,NJ,,07102,Van,,,Recycled Metals,,2129,,,2025-05-22 08:15:00,,,,,,2025-06-04,lane,,0
6802,Portland,OR,US,,Minneapolis,MN,,55401,Van,,22256,,47,2536,13,Frontier Hauling Co.,2022-10-05 14:07:00,,,,,,2022-10-07,quote,,0
6803,Nashville,TN,US,,Orlando,FL,US,,Van,,,Food Grade,,2369,,,2025-04-16 05:01:00,2025-04-16 05:04:00,97,,,,2025-04-28,lane,,0
6804,Cincinnati,OH,US,,Omaha,NE,,68101,Dump,,,,,2511,,,2023-05-09 02:12:00,,,,,,2023-05-13,lane,,0
6805,Indianapolis,IN,,,Buffalo,NY,US,,Van,,,,,2056,,,2023-11-14 06:40:00,,,,,,2023-11-21,lane,,0
6806,Newark,NJ,,07102,Oklahoma City,OK,,73101,Van,,,,,2621,,,2024-08-20 06:02:00,,,,TN-MEM,,2024-08-29,lane,,1
6807,Columbus,OH,US,,Indianapolis,IN,US,,Van,,,,,1984,,,2024-05-10 15:41:00,2024-05-10 19:36:00,227,,,,,quote,,1
6808,New Orleans,LA,,,Dallas,TX,,,Van,,16304,,,1734,,,2025-01-09 11:37:00,,,,,,2025-01-20,quote,,1
6809,Sacramento,CA,US,,Columbus,OH,,,Dump,,,,,1192,,,2022-11-02 03:12:00,,,,,,,lane,,0
6810,Reno,NV,US,,Dallas,TX,,,Van,,20673,Plastic Pellets,,2405,30,Silver Spur Carriers,2024-12-26 21:52:00,,,,NJ-NWK,,,quote,,1
6811,Newark,NJ,,,Des Moines,IA,,50301,Van,,24079,,,2087,21,Skyline Logistics,2025-08-23 09:37:00,2025-08-23 13:13:00,216,,,,,lane,,0
6812,Detroit,MI,,,Los Angeles,CA,US,90001,Van,,,,,2369,,,2025-04-22 23:04:00,,,,,,,quote,,1
6813,Indianapolis,IN,US,,Richmond,VA,,23218,Van,,,,,1552,,,2025-12-08 14:18:00,,,,IL-MAIN,,2025-12-11,quote,,0
6814,New Orleans,LA,,70112,Los Angeles,CA,US,90001,LTL,,,,,619,22,Vanguard Freight Co.,2023-09-21 03:46:00,2023-09-21 07:39:00,223,,,,2023-09-28,quote,,1
6815,Chicago,IL,US,,Minneapolis,MN,US,55401,Van,,30669,Paper Products,,1522,,,2025-01-14 06:27:00,,,,TX-DAL,,2025-01-19,lane,,1
6816,Portland,OR,,97201,Indianapolis,IN,US,46204,Van,,,,161,2629,23,Driftless Trucking,2022-12-08 13:35:00,,,,TN-MEM,,,lane,,0
6817,Nashville,TN,US,,Denver,CO,US,,Van,,,Consumer Goods,,2540,11,Granite State Transport,2024-02-20 05:35:00,,,,,,2024-02-21,lane,,1
6818,Houston,TX,,,Newark,NJ,,,Van,,45607,,,1705,26,Old Glory Freight,2023-08-06 12:31:00,,,,,,,quote,,1
6819,Dallas,TX,US,75201,Miami,FL,US,33101,Van,,,,,2446,7,Cardinal Carriers,2022-11-05 01:36:00,,,,,,2022-11-19,lane,,1
6820,St. Louis,MO,,,Nashville,TN,,,Van,,,,,1331,14,Polaris Freight Group,2024-03-14 07:15:00,,,,,,,lane,,1
6821,Dallas,TX,US,,New Orleans,LA,US,,Flatbed,,,,,3535,23,Driftless Trucking,2024-04-19 20:07:00,,,,,,,quote,,1
6822,Orlando,FL,,,Chicago,IL,US,,Dump,,46707,Refrigerated Goods,,2787,,,2024-12-09 21:43:00,,,,OH-COL,,2024-12-21,lane,,1
6823,Long Beach,CA,US,90802,Miami,FL,,,Van,,27218,,,2424,11,Granite State Transport,2024-05-07 04:31:00,2024-05-07 06:43:00,198,,TN-MEM,,2024-05-21,quote,,1
6824,Omaha,NE,US,68101,Nashville,TN,US,,Van Haz,,,,,2156,6,Sentinel Logistics,2023-02-12 22:14:00,,,,,,,lane,,1
6825,Jacksonville,FL,US,,Kansas City,MO,US,64101,Van,,20868,,,1373,,,2025-09-12 20:55:00,2025-09-13 00:53:00,89,,IL-MAIN,,,lane,,1
6826,Phoenix,AZ,US,,Chicago,IL,US,60601,Van,,,,,2196,3,Beacon Transport,2024-09-07 13:09:00,,,,NJ-NWK,,2024-09-08,quote,,1
6827,Cleveland,OH,US,,Dallas,TX,US,,Van,,,,,1763,3,Beacon Transport,2023-05-16 19:28:00,,,,TN-MEM,,2023-05-20,lane,,1
6828,Atlanta,GA,,30303,Phoenix,AZ,US,85001,Van Haz,,46534,,,2802,29,Pacific Bend Logistics,2024-02-28 12:40:00,2024-02-28 15:19:00,202,,,,2024-03-10,lane,,1
6829,Newark,NJ,US,,Indianapolis,IN,,46204,Van,,,Construction Materials,,2030,17,Black Hills Logistics,2023-04-10 08:16:00,,,,TX-DAL,,,lane,,0
6830,Los Angeles,CA,,90001,Nashville,TN,,37201,Van,,,,,1766,,,2022-04-06 16:53:00,,,,,,2022-04-09,quote,,1
6831,Detroit,MI,US,,Chicago,IL,,60601,Van,,,Auto Parts,134,1402,1,Apex Freightways,2026-04-04 23:29:00,2026-04-05 02:21:00,170,,,,,lane,,0
6832,Omaha,NE,US,,Nashville,TN,US,37201,Van,,,,,2243,,,2025-03-03 22:47:00,,,,,,2025-03-14,lane,,1
6833,Buffalo,NY,,,Cincinnati,OH,US,,Van,,,Chemicals (non-haz),111,2185,25,Wayfinder Carriers,2024-05-13 04:39:00,,,,,,,lane,,1
6834,Kansas City,MO,US,,Los Angeles,CA,,,Van,,44912,,,1619,30,Silver Spur Carriers,2024-03-17 04:05:00,,,,OH-COL,,,lane,,1
6835,Birmingham,AL,,,Long Beach,CA,,,Van,,,,,1798,,,2024-09-02 07:31:00,,,,CA-LB,,2024-09-10,lane,,1
6836,Miami,FL,US,,Houston,TX,US,77002,Van,,,,191,1792,25,Wayfinder Carriers,2022-08-14 18:41:00,2022-08-14 21:11:00,217,,OH-COL,,2022-08-25,lane,,1
6837,Sacramento,CA,US,,Salt Lake City,UT,US,,Van,,,Paper Products,148,2124,,,2022-02-04 00:34:00,,,,,,2022-02-05,lane,,1
6838,Columbus,OH,US,,Boise,ID,,83701,Van,,,,216,2492,,,2025-12-04 08:51:00,2025-12-04 12:49:00,103,,,,2025-12-07,lane,,1
6839,Atlanta,GA,US,,Salt Lake City,UT,,84101,Dump,,,Food Grade,31,2409,,,2022-09-11 22:51:00,,,,GA-ATL,,2022-09-16,quote,,1
6840,Chicago,IL,US,,Dallas,TX,US,,Van,,,Consumer Goods,,1790,,,2023-09-26 18:52:00,,,,,,2023-09-29,lane,,0
6841,Sacramento,CA,US,95814,Charlotte,NC,US,,Van,,,,,1312,,,2023-10-23 10:52:00,,,,,,2023-11-03,quote,,0
6842,Memphis,TN,US,,Detroit,MI,US,,Van,,,,,2638,6,Sentinel Logistics,2025-11-23 15:48:00,,,,,,2025-11-24,quote,,1
6843,Des Moines,IA,US,,Memphis,TN,,38101,Van,,33495,,,2147,,,2023-08-05 01:21:00,,,,,,2023-08-06,lane,,0
6844,Detroit,MI,US,,Orlando,FL,,32801,Van,,,,,1898,,,2023-12-13 16:12:00,,,,OH-COL,,2023-12-26,lane,,1
6845,Orlando,FL,US,,St. Louis,MO,,,Van,,,,,1011,7,Cardinal Carriers,2025-07-30 20:45:00,2025-07-30 21:10:00,41,,,,,lane,,0
6846,Salt Lake City,UT,US,,Reno,NV,US,,LTL Haz,,,Paper Products,,1307,,,2022-07-19 20:40:00,,,,,,,lane,,1
6847,Richmond,VA,US,,New Orleans,LA,US,,Van,,,,,2106,22,Vanguard Freight Co.,2024-08-02 12:39:00,,,,,,,lane,,1
6848,Louisville,KY,US,,Omaha,NE,,,Van,,,,,1848,,,2023-07-20 18:33:00,,,,,,2023-07-24,quote,,1
6849,Omaha,NE,,68101,Portland,OR,,,Van,,22853,,,2389,17,Black Hills Logistics,2025-04-29 04:05:00,,,,GA-ATL,,,lane,,1
6850,Oklahoma City,OK,US,,Nashville,TN,US,37201,LTL,,8584,,,480,26,Old Glory Freight,2022-10-02 20:10:00,2022-10-02 22:39:00,63,,,,2022-10-12,quote,,1
6851,Birmingham,AL,US,,Columbus,OH,US,43215,Van,,,,,1756,,,2025-01-30 11:02:00,2025-01-30 11:57:00,157,,,,,lane,,1
6852,Cincinnati,OH,,,St. Louis,MO,US,63101,Van,,,Auto Parts,,2045,9,Summit Trail Freight,2021-11-11 11:04:00,,,,IL-MAIN,,,lane,,1
6853,New Orleans,LA,US,,Milwaukee,WI,,53201,LTL,,,,,512,,,2023-06-20 16:13:00,,,,,,2023-07-01,lane,,1
6854,Seattle,WA,US,,Richmond,VA,,,Van,,,,,1197,,,2021-03-01 06:40:00,2021-03-01 08:08:00,88,,GA-ATL,,2021-03-03,lane,,1
6855,Reno,NV,US,,Newark,NJ,US,07102,Van,,,Steel Coils,,1037,17,Black Hills Logistics,2025-08-22 17:01:00,,,,,,2025-09-01,lane,,1
6856,Boise,ID,US,,Richmond,VA,US,,Van,,,,117,2453,,,2025-06-08 12:27:00,,,,,,2025-06-15,lane,,1
6857,Newark,NJ,US,07102,Indianapolis,IN,US,,LTL Haz,,,,,915,,,2024-08-03 16:05:00,,,,,,2024-08-06,quote,,1
6858,Atlanta,GA,US,30303,Buffalo,NY,,,Van,,,,,1357,3,Beacon Transport,2024-08-24 06:55:00,2024-08-24 08:51:00,141,,,,2024-09-01,lane,,1
6859,Chicago,IL,,,Columbus,OH,,43215,Van,,,,,2353,7,Cardinal Carriers,2025-09-18 06:36:00,,,,,,,lane,,1
6860,Atlanta,GA,US,,Los Angeles,CA,,,Van,,,,,1587,21,Skyline Logistics,2024-01-21 03:44:00,,,,,,2024-01-24,quote,,0
6861,Richmond,VA,,,Boise,ID,,,Van,,,,,1215,,,2024-09-23 15:10:00,2024-09-23 17:37:00,57,,,,2024-10-07,lane,,1
6862,Newark,NJ,US,,Pittsburgh,PA,US,,Van,,47348,,,1330,,,2022-07-08 21:29:00,,,,TX-DAL,,2022-07-16,lane,,0
6863,Pittsburgh,PA,,,Columbus,OH,,,Van,,20132,,250,2352,19,Anchor Bay Transport,2022-09-12 10:53:00,2022-09-12 12:58:00,152,,,,2022-09-24,lane,,0
6864,Denver,CO,US,,Boise,ID,US,83701,Van,,33962,Construction Materials,,1656,,,2025-02-06 14:28:00,,,,,,2025-02-10,lane,,1
6865,Minneapolis,MN,,55401,Richmond,VA,,,Van,,40724,Beverages,,2548,14,Polaris Freight Group,2025-05-09 21:25:00,,,,OH-COL,,2025-05-22,quote,,1
6866,Newark,NJ,US,07102,Cleveland,OH,,44101,Van,,,,245,1133,,,2025-03-21 06:03:00,,,,,,2025-03-29,quote,,0
6867,Milwaukee,WI,US,,Dallas,TX,US,,Van,,,,111,1735,14,Polaris Freight Group,2021-10-14 23:20:00,,,,,,,lane,,1
6868,Houston,TX,US,,Jacksonville,FL,,32099,Van,,19815,,,1129,,,2024-12-08 23:45:00,,,,,,,quote,,1
6869,Dallas,TX,US,,Houston,TX,US,77002,Van,,45672,,,1962,,,2024-08-06 20:33:00,2024-08-06 21:19:00,179,,OH-COL,,2024-08-19,quote,,1
6870,Memphis,TN,US,,Houston,TX,,,Van,,,Auto Parts,,2616,,,2023-09-15 20:39:00,,,,,,2023-09-29,lane,,1
6871,Charlotte,NC,US,28201,Seattle,WA,,,Van,,,Paper Products,,1749,26,Old Glory Freight,2021-02-03 16:39:00,,,,,,,lane,,1
6872,Los Angeles,CA,US,90001,Columbus,OH,US,,Van,,,,,1745,,,2024-11-21 05:50:00,,,,,,2024-11-27,quote,,1
6873,Cleveland,OH,US,44101,Atlanta,GA,US,,Van,,,,,2353,,,2024-10-21 12:39:00,2024-10-21 13:54:00,247,,,,,quote,,1
6874,Orlando,FL,US,32801,Long Beach,CA,US,90802,Van,,,,,1360,,,2025-02-01 06:59:00,,,,CA-LB,,2025-02-11,lane,,1
6875,Cincinnati,OH,US,,Minneapolis,MN,US,,Van,,,,,2182,5,Stellar Freight Solutions,2024-06-15 05:54:00,,,,,,2024-06-26,lane,,1
6876,Seattle,WA,US,,Phoenix,AZ,,,Van,,,,242,1138,,,2023-12-16 08:19:00,,,,NJ-NWK,,2023-12-29,quote,,1
6877,Milwaukee,WI,,,Dallas,TX,,75201,Van,,,,,2068,,,2025-01-26 13:44:00,2025-01-26 15:01:00,57,,,,2025-02-01,lane,,1
6878,Atlanta,GA,US,30303,Oklahoma City,OK,US,,Van,,37403,,,925,,,2024-01-24 20:21:00,2024-01-24 22:08:00,159,,,,2024-02-05,lane,,1
6879,Long Beach,CA,,90802,Chicago,IL,,,Van,,,,218,980,,,2022-12-31 18:26:00,,,,GA-ATL,,,lane,,1
6880,Nashville,TN,US,,St. Louis,MO,US,,Van,,21573,,,2266,18,Pinepoint Freight,2024-05-09 09:37:00,,,,,,2024-05-22,lane,,1
6881,Cincinnati,OH,US,,Omaha,NE,,68101,Van Haz,,25819,,,2946,,,2025-09-13 12:09:00,,,,OH-COL,,,quote,,1
6882,New Orleans,LA,,,Orlando,FL,,,Van,,,,,2387,4,Iron Range Carriers,2025-01-20 00:48:00,,,,,,2025-01-31,lane,,1
6883,Jacksonville,FL,,,Charlotte,NC,US,,LTL Haz,,,,105,1307,,,2025-02-05 00:49:00,2025-02-05 04:27:00,64,,,,2025-02-19,lane,,0
6884,Minneapolis,MN,,,Orlando,FL,US,,Van,,,,,1097,,,2025-02-17 11:27:00,,,,OH-COL,,2025-03-02,lane,,1
6885,Boise,ID,US,,Columbus,OH,US,,Van,,,,,2596,6,Sentinel Logistics,2024-01-11 08:47:00,,,,TX-DAL,,2024-01-19,lane,,1
6886,Atlanta,GA,US,,Des Moines,IA,,50301,Van,,,,,2425,,,2024-01-10 15:51:00,2024-01-10 17:56:00,59,,IL-MAIN,,2024-01-23,lane,,1
6887,Salt Lake City,UT,,84101,Denver,CO,US,,Van,,,Steel Coils,125,2306,2,Crossroads Logistics,2026-03-17 23:41:00,,,,NJ-NWK,,2026-03-30,lane,,1
6888,Houston,TX,US,77002,Kansas City,MO,US,,LTL Haz,,,,,1232,,,2024-06-27 20:37:00,2024-06-27 22:20:00,84,,,,2024-07-02,quote,,1
6889,Cleveland,OH,US,,Omaha,NE,,,Van,,20753,,,1161,,,2023-09-01 05:21:00,2023-09-01 08:25:00,117,,,,,quote,,1
6890,Kansas City,MO,,64101,Pittsburgh,PA,US,,Van,,,,,2671,17,Black Hills Logistics,2024-04-27 02:27:00,,,,,,2024-04-28,lane,,0
6891,Denver,CO,US,,New Orleans,LA,US,70112,Van,,,,130,2181,,,2025-10-10 08:55:00,,,,,,2025-10-11,lane,,1
6892,Pittsburgh,PA,,,Long Beach,CA,US,90802,Van,,,,,2278,23,Driftless Trucking,2023-10-16 22:57:00,,,,,,2023-10-18,lane,,1
6893,Des Moines,IA,US,,Oklahoma City,OK,US,73101,Van,,,,,1766,,,2025-05-19 15:30:00,2025-05-19 19:25:00,219,,TX-DAL,,2025-05-27,lane,,0
6894,Omaha,NE,,,Buffalo,NY,US,,Van,,,,,1265,,,2024-03-01 10:54:00,2024-03-01 11:30:00,239,,IL-MAIN,,2024-03-14,quote,,0
6895,Des Moines,IA,US,,Atlanta,GA,,,Van,,29802,,208,1898,,,2024-11-02 04:09:00,,,,IL-MAIN,,2024-11-16,lane,,1
6896,Minneapolis,MN,US,55401,Omaha,NE,US,,Van,,,,,2692,6,Sentinel Logistics,2024-01-20 15:57:00,,,,TX-DAL,,2024-01-31,lane,,1
